CustomerID,TotalOrders,TotalQuantity,TotalRevenue
13658.0,7,1009,2421.47
13659.0,3,879,1550.85
13662.0,7,538,879.08
13663.0,1,91,189.47
13666.0,3,41,84.65
13667.0,1,154,305.02
13668.0,29,3637,6216.07
13669.0,2,237,218.55
13670.0,1,282,349.7
13672.0,6,-1,-71.46
13673.0,2,119,396.92
13675.0,2,330,486.82000000000005
13678.0,1,924,232.6
13680.0,5,1267,2202.31
13681.0,4,360,827.83
13682.0,1,10,59.5
13684.0,2,38,64.23
13685.0,7,5056,3119.44
13686.0,1,70,72.0
13689.0,1,512,910.0
13690.0,1,67,172.25
13692.0,5,1224,1466.8700000000001
13693.0,2,-6,-32.0
13694.0,60,61803,62653.1
13695.0,15,1603,2504.13
13697.0,1,177,151.29999999999998
13699.0,1,66,308.58000000000004
13700.0,10,2304,2265.12
13703.0,1,10,99.5
13704.0,10,1528,2295.31
13705.0,3,363,711.86
13706.0,1,189,330.79
13707.0,2,351,806.41
13708.0,1,306,296.88
13709.0,17,3501,6249.110000000001
13710.0,1,176,180.48
13711.0,2,140,252.06
13712.0,1,352,228.84
13715.0,8,555,1053.94
13716.0,1,138,138.28
13717.0,7,1958,1432.26
13718.0,2,173,306.55
13719.0,5,609,1041.68
13720.0,4,501,799.9
13721.0,1,316,524.14
13722.0,4,1400,2369.16
13723.0,1,43,199.85000000000002
13725.0,11,659,1809.81
13726.0,2,1054,1079.6599999999999
13727.0,2,162,333.48
13728.0,6,458,1016.14
13730.0,2,488,752.6
13731.0,2,278,610.59
13732.0,1,498,491.86
13735.0,8,1083,2766.18
13736.0,3,493,724.0
13737.0,1,125,339.59999999999997
13739.0,1,54,216.9
13740.0,1,425,350.75
13741.0,4,217,666.33
13742.0,14,1116,3102.42
13743.0,8,1775,1340.1499999999999
13744.0,2,1249,1156.36
13745.0,2,486,291.54
13747.0,1,8,79.6
13748.0,5,439,948.25
13750.0,5,516,1647.26
13751.0,1,152,296.25
13752.0,6,876,1186.28
13753.0,1,512,741.26
13754.0,2,214,282.59999999999997
13755.0,10,1241,2154.68
13756.0,15,3164,5145.12
13758.0,7,1844,3190.55
13759.0,2,287,659.4100000000001
13760.0,2,197,286.79
13761.0,2,642,1070.65
13762.0,2,0,3.552713678800501e-15
13763.0,3,725,1689.46
13764.0,3,932,1521.76
13767.0,52,7258,16945.71
13769.0,16,1152,2771.87
13771.0,5,1476,2631.7
13772.0,3,546,1132.13
13774.0,1,192,345.0
13777.0,41,12804,25748.350000000002
13778.0,1,70,178.7
13780.0,2,318,360.01
13781.0,1,30,127.84
13782.0,6,371,912.0
13784.0,11,2493,2462.79
13786.0,1,136,230.39999999999998
13787.0,2,337,309.04
13790.0,1,748,348.8
13791.0,3,828,1047.68
13792.0,2,92,195.55
13798.0,63,23514,36351.42
13799.0,2,402,688.86
13800.0,1,331,558.32
13801.0,1,168,324.8
13802.0,6,2281,3906.27
13803.0,1,121,277.07
13804.0,7,1498,2635.79
13805.0,2,1900,924.6
13806.0,1,56,256.38
13807.0,1,36,112.6
13808.0,5,782,1747.66
13809.0,1,29,155.05
13810.0,4,311,899.51
13811.0,4,67,591.75
13812.0,3,333,539.0
13813.0,5,550,1353.41
13814.0,3,862,1562.12
13815.0,5,2557,4014.91
13816.0,4,260,555.04
13817.0,2,211,382.98
13819.0,3,1109,1140.35
13821.0,2,153,385.64
13822.0,2,611,632.0
13823.0,2,439,957.66
13824.0,5,768,1698.94
13826.0,2,80,174.65
13827.0,3,141,412.05
13828.0,1,311,209.49
13829.0,1,-12,-102.0
13831.0,6,745,2202.99
13832.0,2,25,40.949999999999996
13833.0,1,118,384.8
13835.0,4,442,834.57
13837.0,2,183,271.24
13838.0,4,263,691.73
13841.0,1,100,85.0
13842.0,9,1768,3385.62
13844.0,1,196,361.62
13845.0,1,182,312.98
13846.0,4,383,847.61
13848.0,3,3700,1255.0
13849.0,2,1016,1537.95
13850.0,2,941,1586.81
13851.0,3,1705,2651.46
13853.0,2,304,1056.94
13854.0,29,2278,8025.0199999999995
13856.0,5,484,363.4
13858.0,1,75,216.17
13859.0,1,129,201.16
13860.0,6,589,1240.0
13862.0,10,1682,2187.31
13863.0,2,219,299.56
13865.0,4,204,501.56
13866.0,1,57,145.67000000000002
13867.0,3,513,1015.29
13868.0,2,1964,3192.54
13869.0,4,1721,3104.95
13870.0,10,1320,2751.25
13871.0,14,2801,6389.8
13873.0,4,138,381.7
13874.0,1,180,540.45
13875.0,5,1316,1786.79
13876.0,1,36,122.7
13877.0,1,108,117.24
13878.0,1,475,1281.53
13880.0,13,1842,3219.77
13881.0,22,10062,16989.52
13882.0,6,950,1131.28
13883.0,9,1368,2538.75
13884.0,6,297,781.3000000000001
13885.0,2,182,506.8
13886.0,1,126,243.56
13887.0,1,147,349.55
13888.0,2,258,605.63
13889.0,1,146,416.90000000000003
13890.0,14,826,1860.8600000000001
13892.0,4,983,632.97
13893.0,1,190,821.1
13894.0,5,339,535.97
13895.0,5,1364,2588.12
13897.0,1,200,311.16
13898.0,1,133,155.93
13899.0,2,156,388.52
13900.0,3,430,740.95
13901.0,5,1739,2867.2
13904.0,2,332,332.64
13908.0,5,1470,2347.05
13911.0,9,2731,2580.91
13914.0,3,379,613.95
13917.0,2,228,272.04
13918.0,2,1140,1212.8400000000001
13919.0,3,437,350.15999999999997
13922.0,1,93,172.25
13923.0,1,185,351.13
13924.0,11,1532,1682.08
13925.0,6,327,616.65
13926.0,1,104,223.85000000000002
13927.0,1,214,348.99
13928.0,4,129,464.57
13929.0,3,139,802.85
13930.0,2,274,337.34
13931.0,3,721,1230.93
13932.0,1,72,307.4
13933.0,2,205,608.7900000000001
13934.0,1,390,922.1
13936.0,2,324,361.28
13937.0,1,123,158.85
13938.0,1,70,71.66
13939.0,4,843,556.75
13940.0,4,516,839.14
13941.0,7,2307,4912.41
13946.0,3,443,561.5699999999999
13947.0,1,44,90.6
13948.0,1,40,102.0
13949.0,6,2474,2427.32
13950.0,5,321,728.56
13951.0,3,459,674.45
13952.0,3,1425,3246.091
13953.0,7,2724,3515.68
13954.0,3,141,378.59
13955.0,2,154,322.96
13956.0,5,491,1026.42
13958.0,1,-23,-102.45
13959.0,3,357,598.2
13960.0,2,142,230.22
13962.0,2,87,169.55
13963.0,4,460,664.54
13967.0,1,42,80.7
13969.0,20,4483,8986.69
13971.0,11,1818,2702.2200000000003
13972.0,2,187,190.25
13973.0,1,109,264.7
13974.0,1,249,413.59000000000003
13975.0,7,1725,2503.23
13976.0,1,154,357.98
13978.0,2,315,196.79000000000002
13979.0,1,639,869.87
13980.0,1,172,200.14
13982.0,5,1132,1861.11
13983.0,13,1170,2590.46
13984.0,6,271,488.03
13985.0,16,3439,7024.53
13986.0,1,430,320.46
13988.0,9,3025,4098.8
13989.0,2,1313,1266.08
13990.0,1,190,311.3
13991.0,7,996,850.63
13992.0,1,64,76.8
13993.0,12,892,3409.66
13994.0,6,940,2313.14
13995.0,6,867,1383.49
13999.0,15,2231,3865.26
14000.0,2,707,633.71
14001.0,4,959,2030.3300000000002
14002.0,2,877,529.73
14004.0,7,2668,4582.64
14005.0,5,2478,2874.72
14006.0,3,641,962.19
14009.0,3,361,685.9300000000001
14012.0,1,160,328.8
14013.0,3,462,473.02
14014.0,1,1076,505.18
14015.0,1,378,917.34
14016.0,5,2124,4328.46
14019.0,4,1034,1398.96
14020.0,2,441,642.8
14021.0,3,192,631.9
14022.0,1,487,440.0
14023.0,2,345,584.07
14024.0,2,150,327.7
14027.0,1,62,104.82
14029.0,2,198,467.66
14030.0,8,1479,2360.09
14031.0,23,5370,14634.640000000001
14032.0,18,2008,2929.84
14034.0,4,315,512.02
14035.0,5,739,1428.02
14036.0,1,268,626.65
14037.0,2,46,147.20000000000002
14038.0,4,963,1554.48
14039.0,1,92,152.2
14040.0,15,1524,3542.19
14041.0,1,94,141.41
14044.0,4,308,652.82
14045.0,4,535,1659.75
14046.0,1,460,154.99
14047.0,7,377,1290.01
14048.0,2,274,375.13
14049.0,6,3846,5639.15
14050.0,2,689,746.36
14051.0,26,3741,15477.34
14052.0,1,89,225.36
14053.0,2,215,260.25
14054.0,1,62,92.46
14055.0,1,216,725.6400000000001
14056.0,29,4232,8124.4
14057.0,18,4708,6147.4
14059.0,1,128,183.6
14060.0,20,5374,6135.38
14062.0,12,5593,10464.85
14064.0,7,1350,1188.32
14066.0,1,45,152.55
14067.0,2,361,374.7
14068.0,1,73,265.85
14071.0,9,900,1307.41
14073.0,2,128,139.54
14075.0,3,754,942.26
14076.0,1,81,122.47
14077.0,5,268,499.41999999999996
14078.0,6,310,1049.37
14079.0,1,301,375.1
14080.0,1,48,45.599999999999994
14081.0,4,593,904.67
14082.0,1,110,182.25
14083.0,9,732,1018.43
14085.0,19,3183,4435.79
14087.0,2,250,181.67
14088.0,14,12593,50415.49
14089.0,1,134,161.0
14090.0,1,72,76.32000000000001
14092.0,17,2061,4063.1
14093.0,1,406,442.85
14096.0,34,16335,57120.909999999996
14098.0,1,104,147.35
14099.0,12,2177,3092.9700000000003
14100.0,1,64,194.9
14101.0,6,6942,5976.79
14102.0,8,938,1314.73
14104.0,2,72,216.20999999999998
14105.0,2,798,1260.33
14107.0,8,1788,2688.48
14108.0,3,380,594.16
14109.0,2,56,80.2
14110.0,13,2455,5669.65
14111.0,5,457,688.6
14112.0,12,1608,2774.17
14113.0,8,635,1377.92
14114.0,2,101,386.53
14116.0,5,707,1382.74
14117.0,1,72,90.0
14119.0,1,-2,-19.9
14121.0,6,2078,2740.3
14124.0,1,1618,419.58000000000004
14125.0,3,1640,2740.43
14126.0,4,458,643.6300000000001
14127.0,3,321,709.71
14128.0,2,564,637.5
14129.0,5,592,1123.8600000000001
14130.0,1,258,483.86
14132.0,12,3366,3580.13
14133.0,5,342,590.3399999999999
14135.0,15,3850,4690.31
14138.0,2,610,982.3800000000001
14139.0,1,510,415.82
14140.0,3,809,920.05
14141.0,6,337,879.0300000000001
14142.0,1,313,311.81
14143.0,1,30,115.8
14145.0,5,636,3148.2
14146.0,6,1886,2949.57
14147.0,3,96,468.4
14148.0,1,16,157.2
14149.0,3,129,259.43
14150.0,2,496,658.64
14152.0,3,699,611.09
14154.0,2,465,1345.62
14155.0,1,25,118.75
14156.0,66,57025,113384.14
14157.0,3,273,400.43
14158.0,1,781,507.66
14159.0,14,4395,4678.3
14161.0,3,455,1110.52
14162.0,2,142,289.36
14163.0,4,893,2445.91
14164.0,2,1033,1631.77
14165.0,1,54,122.53999999999999
14167.0,4,150,574.84
14171.0,1,167,363.79
14173.0,4,150,450.84
14174.0,1,94,134.46
14175.0,7,1461,3108.06
14176.0,5,207,574.0
14177.0,5,204,554.46
14178.0,7,1505,1620.93
14179.0,2,330,719.78
14180.0,31,710,4640.77
14184.0,1,127,452.89
14185.0,1,6,197.65
14188.0,10,1145,2018.91
14189.0,24,3919,4604.31
14191.0,14,3657,4660.01
14193.0,2,445,853.39
14194.0,32,5783,11216.75
14195.0,3,702,962.7
14196.0,1,142,335.52
14198.0,7,280,663.5
14199.0,1,28,185.39999999999998
14201.0,9,578,688.04
14204.0,1,82,161.03
14205.0,4,99,218.78
14206.0,2,274,308.26
14208.0,1,114,151.74
14209.0,7,688,2067.13
14210.0,7,759,1900.89
14211.0,13,1232,2208.3
14212.0,1,1152,1070.48
14213.0,1,-244,-1192.2
14214.0,7,748,1000.23
14215.0,7,1354,1777.92
14216.0,4,594,1839.3
14217.0,24,677,1925.3600000000001
14218.0,1,160,169.48000000000002
14219.0,1,78,89.94
14220.0,2,272,632.4
14221.0,10,2190,3427.85
14222.0,1,607,683.17
14223.0,4,583,975.23
14224.0,4,514,1050.12
14226.0,7,1301,2201.64
14227.0,15,1811,3315.71
14229.0,5,590,1450.6
14231.0,5,402,822.0600000000001
14232.0,8,1937,2043.93
14233.0,5,671,1447.51
14234.0,4,963,775.46
14235.0,6,1947,3093.86
14236.0,2,310,490.86
14237.0,1,38,161.0
14238.0,1,111,146.85
14239.0,13,986,2323.5
14240.0,2,418,890.34
14241.0,1,146,213.70000000000002
14242.0,2,123,280.55
14243.0,14,1204,2535.88
14245.0,5,971,1677.48
14246.0,3,804,1474.06
14247.0,1,47,136.76999999999998
14248.0,1,102,302.58
14250.0,3,1200,1904.05
14251.0,5,1674,2879.7000000000003
14256.0,3,410,935.0600000000001
14257.0,6,1677,3087.27
14258.0,10,7098,12650.08
14259.0,1,68,120.0
14261.0,2,406,1163.45
14262.0,8,1645,2618.23
14264.0,3,66,319.47
14265.0,2,330,530.18
14267.0,7,461,1279.09
14270.0,1,197,492.65000000000003
14271.0,1,88,112.32
14272.0,2,599,437.96
14273.0,4,264,559.97
14276.0,5,723,1019.39
14277.0,4,1624,3957.0
14280.0,1,52,134.04
14282.0,15,2668,3729.34
14284.0,3,157,578.45
14285.0,4,541,1910.01
14286.0,5,4306,4595.81
14287.0,4,236,151.23000000000002
14288.0,2,187,413.85
14289.0,6,292,911.26
14290.0,6,913,2307.4500000000003
14291.0,12,2748,3873.3
14292.0,14,1643,4819.33
14293.0,4,709,1046.56
14295.0,2,82,154.70000000000002
14297.0,6,861,1284.06
14298.0,45,58021,50862.44
14299.0,18,2013,2855.35
14300.0,1,32,43.2
14301.0,2,600,632.04
14304.0,2,54,197.1
14305.0,5,1069,1803.76
14306.0,3,1073,2083.42
14307.0,6,2058,2995.72
14309.0,10,1619,2319.68
14311.0,2,125,229.71
14312.0,6,1012,1611.59
14314.0,1,296,120.0
14315.0,7,1010,2456.98
14317.0,1,255,508.58000000000004
14320.0,3,239,343.11
14321.0,5,2406,1530.75
14323.0,4,340,574.26
14326.0,2,99,166.85
14327.0,1,139,311.65
14329.0,14,3075,4928.74
14331.0,2,252,462.65999999999997
14332.0,3,481,866.31
14333.0,2,52,351.45
14334.0,9,1730,2539.46
14335.0,2,379,468.26
14336.0,4,1759,1614.91
14338.0,4,329,554.22
14339.0,4,150,289.90999999999997
14340.0,1,58,134.7
14341.0,9,1401,2166.38
14342.0,6,337,607.71
14344.0,8,477,889.9300000000001
14345.0,1,50,108.97999999999999
14346.0,2,605,1021.58
14348.0,1,183,409.57
14349.0,1,86,133.5
14350.0,2,166,258.7
14351.0,1,12,51.0
14352.0,4,538,1078.96
14353.0,1,64,90.6
14354.0,2,210,163.62
14355.0,1,92,174.4
14356.0,4,266,666.9399999999999
14357.0,1,148,225.77
14359.0,6,363,882.58
14360.0,4,1151,2128.23
14362.0,1,100,161.2
14364.0,8,1967,3717.35
14367.0,19,4410,9167.82
14368.0,1,36,155.0
14371.0,1,34,100.5
14373.0,1,17,76.55
14375.0,1,194,257.68
14377.0,2,219,617.05
14379.0,2,292,348.1
14381.0,1,146,202.68
14382.0,1,1237,626.0699999999999
14383.0,3,817,1247.69
14385.0,3,159,202.11
14386.0,1,54,142.4
14387.0,3,819,1770.56
14388.0,10,1933,3172.04
14389.0,5,702,999.72
14390.0,13,2125,4592.47
14393.0,1,13,67.95
14395.0,12,1689,3471.91
14396.0,2,225,487.99
14397.0,23,1852,2556.68
14400.0,2,450,559.7
14401.0,14,4505,4039.98
14403.0,5,513,1426.31
14404.0,7,831,1434.72
14406.0,1,77,156.75
14407.0,9,1412,2111.08
14408.0,7,1616,2606.53
14409.0,7,1158,1908.25
14410.0,15,293,576.3
14411.0,1,196,1063.0
14412.0,3,784,761.3299999999999
14413.0,1,68,122.7
14414.0,8,2509,1485.1299999999999
14415.0,18,2973,5811.56
14416.0,2,326,490.22
14418.0,3,1711,1937.25
14419.0,6,487,1058.06
14420.0,2,333,385.87
14421.0,2,365,813.11
14422.0,6,2906,4263.64
14423.0,1,120,265.2
14424.0,1,48,322.08
14426.0,16,2339,3918.9
14427.0,2,228,363.34000000000003
14428.0,7,428,1230.14
14431.0,2,122,397.76
14432.0,6,2070,2255.51
14434.0,6,368,1372.8
14436.0,1,129,89.06
14437.0,2,59,-43.400000000000006
14438.0,1,82,131.9
14439.0,1,526,2661.24
14440.0,5,588,2357.6800000000003
14441.0,10,430,1545.14
14442.0,5,475,1544.62
14443.0,7,931,1400.88
14446.0,4,933,1039.58
14447.0,5,571,1163.23
14448.0,2,104,375.35
14449.0,4,757,907.1
14450.0,3,241,483.25
14451.0,2,389,662.59
14452.0,2,119,264.44
14453.0,1,49,119.93
14456.0,14,2901,3047.63
14457.0,1,88,113.64
14459.0,1,760,1837.92
14460.0,4,869,383.34
14461.0,3,766,2103.06
14462.0,15,932,1965.9
14463.0,3,179,529.62
14465.0,3,405,1058.6200000000001
14466.0,7,1006,2272.4
14467.0,4,278,598.76
14470.0,2,193,461.19
14472.0,8,1160,1936.84
14473.0,2,88,234.34000000000003
14474.0,2,139,537.71
14475.0,6,428,799.82
14476.0,1,132,215.7
14477.0,5,719,1307.81
14479.0,2,117,316.25
14480.0,1,143,279.05
14481.0,2,489,636.51
14482.0,6,1646,2068.15
14483.0,2,95,129.2
14484.0,1,210,321.92
14485.0,1,71,165.75
14487.0,7,734,1183.58
14488.0,2,793,1047.43
14489.0,1,299,463.38
14491.0,2,139,340.93
14493.0,7,1279,2362.84
14494.0,1,92,139.56
14495.0,2,62,123.8
14496.0,2,159,538.8100000000001
14497.0,2,233,457.47
14498.0,5,1098,1957.32
14499.0,3,501,815.32
14500.0,3,117,356.85
14501.0,3,119,190.31
14502.0,14,1483,2351.02
14503.0,6,2004,3543.26
14504.0,4,308,673.26
14505.0,11,2743,5818.7
14506.0,5,730,2012.17
14507.0,7,588,1368.18
14508.0,2,131,276.42
14511.0,6,772,1267.4099999999999
14512.0,2,122,275.28
14513.0,4,355,438.49
14514.0,3,589,1055.35
14515.0,6,1134,2102.09
14517.0,2,91,330.45
14518.0,1,278,174.37
14520.0,2,146,270.6
14522.0,4,525,974.54
14523.0,1,251,241.09
14524.0,9,676,1867.68
14525.0,13,2662,4221.37
14527.0,86,2049,7711.38
14528.0,1,278,364.21999999999997
14529.0,3,348,620.04
14530.0,6,1410,2925.91
14532.0,4,284,932.85
14533.0,9,2777,1812.6200000000001
14534.0,25,1925,4075.35
14535.0,4,1825,2841.09
14536.0,1,40,171.8
14537.0,1,120,355.56
14538.0,2,155,388.25
14539.0,2,428,537.48
14540.0,3,421,996.26
14541.0,8,647,1461.65
14542.0,1,19,103.25
14543.0,21,600,2916.17
14544.0,2,1543,2024.45
14546.0,9,1287,2487.02
14547.0,9,2658,3986.7400000000002
14548.0,2,256,652.8
14549.0,1,136,289.24
14550.0,2,394,765.62
14551.0,2,106,186.23
14552.0,1,91,165.07
14553.0,5,493,859.27
14554.0,4,1478,2381.04
14555.0,2,130,324.14
14557.0,2,0,0.0
14560.0,24,1223,2174.18
14561.0,3,1014,1080.76
14562.0,22,1670,4709.22
14565.0,6,1532,3073.77
14566.0,1,800,1432.0
14567.0,3,410,1524.46
14569.0,1,79,227.39
14570.0,2,95,218.06
14572.0,10,1425,2803.69
14573.0,13,538,1603.72
14576.0,1,12,35.400000000000006
14577.0,4,353,859.71
14578.0,1,240,168.63
14581.0,1,217,138.6
14582.0,1,73,114.11
14583.0,5,792,1052.55
14584.0,5,379,1029.26
14585.0,1,91,157.05
14586.0,3,236,134.16
14587.0,10,759,1598.24
14589.0,1,5,39.75
14591.0,4,1297,1447.14
14592.0,3,415,570.46
14593.0,3,332,617.99
14594.0,2,185,379.83
14595.0,6,978,1740.6
14597.0,2,577,883.15
14598.0,1,189,221.97
14600.0,1,125,393.33000000000004
14601.0,1,168,213.96
14603.0,1,400,660.0
14606.0,128,5978,11713.85
14607.0,17,7998,11341.1
14608.0,4,437,1785.15
14609.0,4,7026,601.56
14616.0,3,104,406.08000000000004
14618.0,4,261,538.59
14619.0,2,145,379.51
14620.0,3,188,393.28000000000003
14621.0,6,987,1765.76
14622.0,1,146,320.58000000000004
14623.0,6,417,869.35
14624.0,2,162,225.85
14625.0,5,330,848.48
14626.0,7,1387,2757.07
14627.0,1,-5,-21.85
14628.0,2,272,671.96
14629.0,3,376,939.21
14631.0,3,622,1006.98
14632.0,1,96,114.56
14633.0,1,96,344.90000000000003
14636.0,2,241,609.85
14638.0,1,166,443.6
14639.0,8,1428,2952.34
14640.0,8,829,2042.15
14641.0,1,90,110.46
14642.0,1,76,96.12
14643.0,3,755,668.61
14644.0,4,252,780.46
14645.0,2,381,597.09
14646.0,77,196719,279489.02
14647.0,1,95,243.22
14649.0,4,1018,1417.29
14651.0,2,344,654.6
14652.0,1,53,114.18
14653.0,7,950,1947.55
14655.0,5,1088,1930.15
14656.0,2,120,291.05
14657.0,5,465,838.27
14658.0,2,47,247.15
14659.0,12,1183,2456.53
14660.0,2,228,285.74
14661.0,1,35,107.95
14662.0,4,602,771.17
14664.0,2,466,637.89
14665.0,7,500,1258.38
14666.0,1,161,195.25
14667.0,27,5382,9231.2
14669.0,3,775,1269.99
14670.0,2,337,411.53
14672.0,2,454,765.55
14673.0,5,1004,1736.4
14675.0,1,341,604.75
14676.0,8,2498,2543.2400000000002
14679.0,1,-1,-2.55
14680.0,23,12474,26932.34
14681.0,3,76,498.95
14682.0,2,80,52.0
14684.0,5,853,1236.28
14687.0,1,470,628.38
14688.0,27,3222,5107.38
14689.0,1,76,112.8
14690.0,3,163,358.61
14691.0,5,707,2114.33
14692.0,5,255,582.05
14693.0,1,34,172.9
14696.0,9,1626,2070.97
14697.0,2,181,188.60999999999999
14698.0,5,615,1250.76
14699.0,1,77,109.13000000000001
14700.0,3,1342,2235.3
14701.0,12,909,2486.2200000000003
14702.0,18,1444,3250.64
14703.0,1,183,318.17
14704.0,9,1082,1546.91
14705.0,1,100,179.0
14708.0,4,615,1096.67
14709.0,14,2482,4911.14
14710.0,4,378,606.13
14711.0,12,966,2838.2
14712.0,3,315,917.07
14713.0,12,1613,2664.2599999999998
14714.0,1,229,160.19
14715.0,4,521,867.38
14716.0,2,604,329.68
14719.0,6,1031,1592.18
14720.0,3,219,663.81
14722.0,1,120,187.92000000000002
14723.0,6,695,1158.3
14725.0,1,593,718.08
14727.0,1,62,268.58
14729.0,1,197,313.49
14730.0,8,1132,2005.06
14731.0,3,256,380.02
14732.0,10,1402,2686.34
14733.0,15,3725,9451.54
14735.0,34,2160,5807.6900000000005
14737.0,3,345,1164.55
14738.0,9,576,1289.94
14739.0,8,3817,3899.1
14740.0,4,729,1423.21
14741.0,6,841,1400.34
14744.0,9,625,1088.53
14745.0,6,1020,1167.16
14747.0,2,82,294.3
14748.0,6,1192,1311.79
14752.0,1,260,389.64
14753.0,1,211,563.15
14754.0,2,486,638.05
14755.0,12,2217,4965.38
14756.0,1,416,738.96
14757.0,1,160,420.5
14758.0,4,419,1484.06
14759.0,3,569,1625.97
14760.0,2,28,53.8
14761.0,2,118,255.9
14762.0,1,341,300.52
14764.0,2,175,250.55
14765.0,3,135,254.11
14766.0,8,1323,2423.07
14768.0,3,34,139.5
14769.0,10,7406,10641.6
14770.0,2,490,876.42
14772.0,1,82,139.26
14775.0,3,1174,1011.9
14776.0,13,2688,2195.58
14777.0,2,-9,-17.45
14778.0,2,306,730.86
14779.0,3,84,386.15
14780.0,2,310,447.68
14782.0,1,114,200.10000000000002
14784.0,2,237,289.99
14785.0,2,84,77.4
14788.0,2,421,679.4399999999999
14789.0,1,116,197.64
14790.0,4,699,745.06
14792.0,2,0,0.0
14793.0,2,88,214.14
14794.0,9,669,1272.11
14795.0,1,17,131.45000000000002
14796.0,27,5942,7839.51
14798.0,3,150,173.74
14799.0,1,146,157.7
14800.0,16,3634,4236.34
14801.0,1,175,193.14
14803.0,3,370,845.55
14804.0,1,121,353.27
14805.0,4,115,554.65
14806.0,1,330,193.39000000000001
14808.0,15,2054,2175.37
14810.0,11,1016,2087.88
14813.0,2,67,155.43
14815.0,2,744,778.5
14816.0,1,5,271.85
14817.0,2,655,1110.34
14818.0,3,324,657.8
14819.0,2,109,272.07
14820.0,4,253,507.29
14821.0,1,20,48.800000000000004
14823.0,3,88,321.43
14824.0,4,525,1127.71
14825.0,12,991,2226.91
14828.0,3,2172,2139.76
14829.0,6,414,644.65
14830.0,1,169,197.13
14834.0,8,731,1698.35
14836.0,3,45,102.44999999999999
14837.0,5,1430,1641.2
14840.0,1,31,62.85
14841.0,6,1778,3295.76
14842.0,8,1146,2456.8
14844.0,4,1833,3189.81
14847.0,1,120,309.4
14849.0,28,5656,7904.28
14850.0,2,285,278.15
14851.0,2,325,511.35
14852.0,6,1747,2836.69
14853.0,3,81,463.05
14854.0,8,1822,2749.89
14855.0,2,267,645.65
14856.0,3,714,1311.3799999999999
14857.0,3,455,1165.65
14859.0,5,669,1352.04
14860.0,2,230,168.62
14861.0,1,117,125.79
14862.0,2,772,841.1999999999999
14863.0,1,132,266.76
14865.0,2,108,52.2
14866.0,13,6569,14197.45
14867.0,4,327,701.33
14868.0,9,1399,2939.64
14869.0,3,549,721.95
14870.0,1,119,327.25
14871.0,4,185,522.38
14873.0,1,168,519.68
14875.0,5,554,1448.72
14878.0,9,802,1485.54
14880.0,3,373,706.19
14881.0,1,316,255.4
14882.0,2,158,589.7
14883.0,7,789,756.64
14885.0,1,724,765.3199999999999
14886.0,1,160,364.8
14887.0,1,1100,1862.0
14888.0,1,184,369.2
14889.0,1,90,135.9
14890.0,1,51,125.65
14891.0,2,505,554.38
14893.0,2,799,1237.8500000000001
14894.0,1,265,655.75
14895.0,24,4823,11020.26
14896.0,2,279,468.77000000000004
14897.0,4,468,1366.38
14898.0,8,1008,1228.32
14901.0,10,659,1414.99
14902.0,2,209,314.11
14903.0,10,1491,2744.48
14904.0,2,1985,1025.44
14905.0,3,274,599.9
14907.0,10,1686,3478.85
14908.0,1,132,277.8
14910.0,7,221,389.86
14911.0,248,77180,132572.62
14912.0,3,970,841.52
14913.0,4,1743,1227.43
14915.0,3,105,258.83
14916.0,5,1132,1264.84
14918.0,2,675,1610.15
14920.0,2,509,977.77
14921.0,2,953,1316.07
14923.0,1,418,749.1
14924.0,1,64,310.05
14929.0,1,136,223.88
14930.0,3,1166,2372.86
14931.0,6,416,964.6800000000001
14932.0,1,80,363.53
14934.0,3,1041,1888.84
14935.0,1,935,1784.71
14936.0,9,4083,8117.42
14937.0,4,483,1617.63
14944.0,14,2801,5842.95
14946.0,1,22,100.9
14947.0,2,179,290.82
14948.0,7,661,1066.57
14950.0,2,135,361.25
14951.0,1,311,311.69
14952.0,15,3295,7912.79
14953.0,1,225,289.82
14954.0,1,127,336.17
14957.0,1,34,58.49
14958.0,3,129,499.68
14959.0,5,491,684.97
14960.0,2,221,221.27
14961.0,12,3692,7006.58
14962.0,1,44,126.7
14963.0,5,1176,1487.8
14964.0,1,143,206.21
14965.0,2,365,599.0
14966.0,1,187,191.32
14967.0,1,140,463.8
14968.0,1,127,147.59
14970.0,4,250,1592.06
14971.0,3,644,1116.57
14972.0,1,28,114.77
14973.0,3,369,1314.45
14974.0,1,44,114.39
14975.0,1,380,279.94
14976.0,8,230,765.86
14978.0,5,525,1931.42
14981.0,1,97,102.12
14984.0,2,60,213.27
14985.0,2,260,296.75
14987.0,2,128,326.4
14988.0,1,141,334.54
14995.0,2,103,233.23000000000002
14997.0,4,1102,540.98
14998.0,2,270,429.87
15000.0,1,218,490.52
15002.0,4,862,1641.76
15004.0,1,630,1246.32
15005.0,35,4204,6180.49
15006.0,1,302,502.09
15007.0,1,69,156.91
15009.0,3,642,1261.78
15010.0,1,184,308.94
15012.0,2,231,423.04
15014.0,2,151,260.17
15016.0,1,76,170.04
15017.0,1,63,125.58
15018.0,4,188,456.26
15019.0,1,159,266.0
15021.0,13,829,1872.28
15022.0,4,543,905.04
15023.0,12,2863,6763.16
15024.0,10,920,1661.33
15025.0,1,189,377.01
15026.0,3,285,469.0
15027.0,6,563,1051.95
15028.0,4,459,627.13
15030.0,2,372,518.28
15031.0,4,401,668.14
